codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.1.1.8.02.3.2.03.00.00.00.000;02;0201;86,43;47,75;17,18;16,94;50,27;22,30;20,22;11,84;18,75;27,21;15,30;28,59;82,96;82,96;82,96;82,96;82,96;82,91;000;0040;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;126,38;91,70;0,00;0,00;50,28;475,24;0,00;214,64;45,90;45,90;45,90;45,90;45,90;45,82;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;75,82;55,01;0,00;0,00;30,17;285,14;0,00;128,78;27,54;27,54;27,54;27,54;27,54;27,49;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;31,60;22,93;0,00;0,00;12,57;118,81;0,00;53,66;11,48;11,48;11,48;11,48;11,48;11,43;000;0020;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;18,96;13,76;0,00;0,00;7,54;71,29;0,00;32,20;6,88;6,88;6,88;6,88;6,88;6,90;000;0040;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;28,71;18,30;0,00;0,00;7,81;152,65;0,00;211,46;13,46;13,46;13,46;13,46;13,46;13,54;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;17,22;10,97;0,00;0,00;4,69;91,60;0,00;126,87;8,08;8,08;8,08;8,08;8,08;8,10;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;7,18;4,58;0,00;0,00;1,95;38,16;0,00;52,87;3,36;3,36;3,36;3,36;3,36;3,41;000;0020;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;4,31;2,75;0,00;0,00;1,17;22,89;0,00;31,72;2,02;2,02;2,02;2,02;2,02;2,03;000;0040;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.0.00.0.0.00.00.00.00.000;02;0201;1.855,27;5.333,66;5.498,11;4.145,41;5.098,68;5.544,37;5.349,22;6.835,93;24.044,16;7.855,09;5.112,53;7.466,43;6.838,02;6.838,02;6.838,02;6.838,02;6.838,02;6.838,03;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.00.0.0.00.00.00.00.000;02;0201;767,99;2.183,19;2.481,00;1.502,98;1.805,00;1.144,00;1.113,48;1.665,00;1.223,00;1.236,22;1.719,86;1.927,26;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.0.0.00.00.00.00.000;02;0201;767,99;2.183,19;2.481,00;1.502,98;1.805,00;1.144,00;1.113,48;1.665,00;1.223,00;1.236,22;1.719,86;1.927,26;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.0.00.00.00.00.000;02;0201;767,99;2.183,19;2.481,00;1.502,98;1.805,00;1.144,00;1.113,48;1.665,00;1.223,00;1.236,22;1.719,86;1.927,26;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.1.00.00.00.00.000;02;0201;760,00;2.179,83;2.481,00;1.502,00;1.805,00;1.144,00;1.113,00;1.665,00;1.223,00;1.236,00;1.719,00;1.924,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.1.01.00.00.00.000;02;0201;760,00;2.179,83;2.481,00;1.502,00;1.805,00;1.144,00;1.113,00;1.665,00;1.223,00;1.236,00;1.719,00;1.924,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.2.00.00.00.00.000;02;0201;0,00;3,36;0,00;0,98;0,00;0,00;0,48;0,00;0,00;0,22;0,86;3,26;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.2.01.00.00.00.000;02;0201;0,00;3,36;0,00;0,98;0,00;0,00;0,48;0,00;0,00;0,22;0,86;3,26;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.3.00.00.00.00.000;02;0201;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.3.01.00.00.00.000;02;0201;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.4.00.00.00.00.000;02;0201;0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.2.01.1.4.01.00.00.00.000;02;0201;0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.00.0.0.00.00.00.00.000;02;0201;1.087,28;3.150,47;3.017,11;2.642,43;3.293,68;4.400,37;4.235,74;5.170,93;22.821,16;6.618,87;3.392,67;5.539,17;6.838,02;6.838,02;6.838,02;6.838,02;6.838,02;6.838,03;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.0.0.00.00.00.00.000;02;0201;1.087,28;3.150,47;3.017,11;2.642,43;3.293,68;4.400,37;4.235,74;5.170,93;22.821,16;6.618,87;3.392,67;5.539,17;6.838,02;6.838,02;6.838,02;6.838,02;6.838,02;6.838,03;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.0.00.00.00.00.000;02;0201;248,65;242,00;605,00;0,00;0,00;121,00;242,00;363,00;484,00;363,00;242,00;618,31;871,38;871,38;871,38;871,38;871,38;871,42;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.1.00.00.00.00.000;02;0201;121,00;242,00;605,00;0,00;0,00;121,00;242,00;363,00;484,00;363,00;242,00;605,00;871,38;871,38;871,38;871,38;871,38;871,42;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.2.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,31;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.3.00.00.00.00.000;02;0201;112,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.4.00.00.00.00.000;02;0201;15,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.0.00.00.00.00.000;02;0201;838,63;2.908,47;2.412,11;2.642,43;3.293,68;4.279,37;3.993,74;4.807,93;22.337,16;6.255,87;3.150,67;4.920,86;5.966,64;5.966,64;5.966,64;5.966,64;5.966,64;5.966,61;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.00.00.00.00.000;02;0201;221,00;2.143,00;1.098,00;2.099,00;2.592,00;3.899,00;3.615,00;4.659,00;21.866,00;5.608,00;2.802,00;4.402,00;5.966,64;5.966,64;5.966,64;5.966,64;5.966,64;5.966,61;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.01.00.00.00.000;02;0201;93,00;504,00;168,00;255,00;215,00;1.341,00;1.028,00;1.978,00;20.666,00;3.830,00;479,00;739,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.03.00.00.00.000;02;0201;42,00;628,00;504,00;306,00;215,00;583,00;1.523,00;1.797,00;348,00;995,00;832,00;2.610,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.04.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.966,64;5.966,64;5.966,64;5.966,64;5.966,64;5.966,61;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.05.00.00.00.000;02;0201;86,00;752,00;0,00;749,00;2.012,00;1.510,00;823,00;124,00;310,00;450,00;1.068,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1005;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.06.00.00.00.000;02;0201;0,00;259,00;374,00;633,00;98,00;413,00;241,00;760,00;542,00;281,00;371,00;554,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.07.00.00.00.000;02;0201;0,00;0,00;52,00;156,00;52,00;52,00;0,00;0,00;0,00;52,00;52,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.00.00.00.00.000;02;0201;0,00;0,00;0,00;1,82;0,00;0,00;0,00;0,00;0,00;70,05;47,16;137,03;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67,58;29,42;66,47;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,40;17,74;70,56;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.06.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.07.00.00.00.000;02;0201;0,00;0,00;0,00;1,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.3.00.00.00.00.000;02;0201;456,09;496,58;1.031,84;439,52;586,31;327,60;327,62;123,52;386,31;447,25;247,06;280,86;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.3.01.00.00.00.000;02;0201;456,09;496,58;1.031,84;439,52;586,31;327,60;327,62;123,52;386,31;447,25;247,06;280,86;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.4.00.00.00.00.000;02;0201;161,54;268,89;282,27;102,09;115,37;52,77;51,12;25,41;84,85;130,57;54,45;100,97;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.4.01.00.00.00.000;02;0201;161,54;268,89;282,27;102,09;115,37;52,77;51,12;25,41;84,85;130,57;54,45;100,97;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.0.0.00.0.0.00.00.00.00.000;02;0201;15.085,79;88.277,28;81.633,29;82.190,29;83.008,95;82.605,84;80.247,75;80.900,12;78.721,26;79.058,16;80.325,28;212.742,36;202.194,21;146.630,03;147.498,38;144.967,46;143.183,37;141.056,95;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.0.00.0.0.00.00.00.00.000;02;0201;0,00;73.972,20;62.982,21;63.687,86;65.853,47;65.136,36;65.229,17;65.719,05;64.833,21;65.834,59;66.484,63;198.130,26;177.256,58;118.171,06;118.171,06;118.171,06;118.171,06;118.171,02;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.8.00.0.0.00.00.00.00.000;02;0201;0,00;73.972,20;62.982,21;63.687,86;65.853,47;65.136,36;65.229,17;65.719,05;64.833,21;65.834,59;66.484,63;198.130,26;177.256,58;118.171,06;118.171,06;118.171,06;118.171,06;118.171,02;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.8.01.0.0.00.00.00.00.000;02;0201;0,00;73.972,20;62.982,21;63.687,86;65.853,47;65.136,36;65.229,17;65.719,05;64.833,21;65.834,59;66.484,63;198.130,26;177.256,58;118.171,06;118.171,06;118.171,06;118.171,06;118.171,02;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.8.01.1.0.00.00.00.00.000;02;0201;0,00;73.972,20;62.982,21;63.687,86;65.797,54;64.826,52;64.919,33;65.409,21;64.833,21;65.524,75;66.174,79;197.200,74;177.256,58;118.171,06;118.171,06;118.171,06;118.171,06;118.171,02;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.8.01.1.1.00.00.00.00.000;12;1201;0,00;73.972,20;62.982,21;63.687,86;65.797,54;64.826,52;64.919,33;65.409,21;64.833,21;65.524,75;66.174,79;197.200,74;177.256,58;118.171,06;118.171,06;118.171,06;118.171,06;118.171,02;000;0050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.8.01.3.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;55,93;309,84;309,84;309,84;0,00;309,84;309,84;929,52;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.1.8.01.3.1.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;55,93;309,84;309,84;309,84;0,00;309,84;309,84;929,52;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.4.0.00.0.0.00.00.00.00.000;02;0201;15.085,79;14.305,08;18.651,08;18.502,43;17.155,48;17.469,48;15.018,58;15.181,07;13.888,05;13.223,57;13.840,65;14.612,10;24.937,63;28.458,97;29.327,32;26.796,40;25.012,31;22.885,93;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.4.0.00.1.0.00.00.00.00.000;02;0201;15.085,79;14.305,08;18.651,08;18.502,43;17.155,48;17.469,48;15.018,58;15.181,07;13.888,05;13.223,57;13.840,65;14.612,10;24.937,63;28.458,97;29.327,32;26.796,40;25.012,31;22.885,93;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.2.4.0.00.1.1.00.00.00.00.000;02;0201;15.085,79;14.305,08;18.651,08;18.502,43;17.155,48;17.469,48;15.018,58;15.181,07;13.888,05;13.223,57;13.840,65;14.612,10;24.937,63;28.458,97;29.327,32;26.796,40;25.012,31;22.885,93;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.0.0.00.0.0.00.00.00.00.000;02;0201;517.989,86;119.592,66;134.845,31;234.067,94;488.377,40;509.903,30;251.471,69;91.048,11;431.025,12;467.401,75;36.323,14;280.065,01;407.480,50;407.480,50;407.542,51;407.808,72;409.617,29;412.461,50;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.1.0.00.0.0.00.00.00.00.000;02;0201;14.696,86;14.122,35;14.920,00;14.920,00;18.064,34;14.920,00;15.977,58;17.470,98;15.422,03;14.920,00;15.178,88;16.179,48;31.365,02;31.365,02;31.365,02;31.365,02;31.365,02;31.365,04;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.1.0.01.0.0.00.00.00.00.000;02;0201;14.696,86;14.122,35;14.920,00;14.920,00;18.064,34;14.920,00;15.977,58;17.470,98;15.422,03;14.920,00;15.178,88;16.179,48;31.365,02;31.365,02;31.365,02;31.365,02;31.365,02;31.365,04;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.1.0.01.1.0.00.00.00.00.000;02;0201;14.696,86;14.122,35;14.920,00;14.920,00;18.064,34;14.920,00;15.977,58;17.470,98;15.422,03;14.920,00;15.178,88;16.179,48;31.365,02;31.365,02;31.365,02;31.365,02;31.365,02;31.365,04;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.1.0.01.1.1.00.00.00.00.000;02;0201;14.517,00;13.942,00;14.920,00;14.920,00;16.953,00;14.920,00;15.614,00;17.002,00;14.920,00;14.920,00;14.920,00;15.920,00;31.365,02;31.365,02;31.365,02;31.365,02;31.365,02;31.365,04;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.1.0.01.1.2.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;304,46;0,00;104,10;206,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.1.0.01.1.3.00.00.00.00.000;02;0201;150,72;161,65;0,00;0,00;668,79;0,00;222,93;222,93;445,86;0,00;222,93;222,93;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
